,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
52,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,0.17184401850627892,0.25776602775941837,0.036351619299405155,0.21153846153846154,0.8206607495069034,-0.00794393074517434,0.941369916012445
8,ORDER RELATED ENQUIRY_MI PHONE_REFUND STATUS,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,0.09781890284203569,0.1116986120290813,0.020489094514210177,0.20945945945945946,1.8752198944506637,0.009562858836547235,1.1236632941854356
122,TECHNICAL COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,TECHNICAL COMPLAINT_POCO_DELAY IN REPAIR BY SERVICE CENTER,0.05750165234633179,0.013879709187045605,0.011896893588896233,0.20689655172413793,14.9064039408867,0.011098787376554549,1.2433690623293772
21,ORDER RELATED ENQUIRY_MI PHONE_REFUND STATUS,ORDER RELATED COMPLAINT_MI PHONE_REFUND-ORDER REJECTED BY CUSTOMER,0.09781890284203569,0.03040317250495704,0.019167217448777262,0.19594594594594594,6.4449177438307865,0.016193212471425217,1.205885129993835
9,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,ORDER RELATED ENQUIRY_MI PHONE_REFUND STATUS,0.1116986120290813,0.09781890284203569,0.020489094514210177,0.1834319526627219,1.8752198944506637,0.009562858836547235,1.1048449668093911
46,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED ENQUIRY_MI PHONE_REFUND STATUS,0.17184401850627892,0.09781890284203569,0.028420356906807668,0.16538461538461538,1.6907224532224532,0.011610763556556988,1.0809543099588512
6,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,ORDER RELATED COMPLAINT_FOLLOW UP_FOLLOW UP ON COMPLAINT,0.17184401850627892,0.1116986120290813,0.02775941837409121,0.16153846153846155,1.4461993627674101,0.008564680021440094,1.059442022350637
19,ORDER RELATED ENQUIRY_MI PHONE_REFUND STATUS,ORDER RELATED COMPLAINT_MI PHONE_REFUND-ORDER CANCELLED WITHOUT INFORMING CUSTOMER,0.09781890284203569,0.031064111037673495,0.01520158625247852,0.15540540540540543,5.0027314548591155,0.012162928993010129,1.1472200925313947
55,TECHNICAL ENQUIRY_POCO_MIUI VERSION INQUIRY,ORDER RELATED ENQUIRY_MI PHONE_DELIVERY STATUS,0.1037673496364838,0.17184401850627892,0.015862524785194978,0.15286624203821658,0.889563939245468,-0.001969273566084461,0.9775976623647684
128,TECHNICAL ENQUIRY_ACCESSORIES_HOW TO FACTORY RESET THE BAND,TECHNICAL ENQUIRY_POCO_MIUI VERSION INQUIRY,0.25776602775941837,0.1037673496364838,0.038995373430270985,0.1512820512820513,1.4578964559856282,0.01224767590335183,1.0559840895521793
